year,avg_temp,avg_min_temp,avg_max_temp
2004,13.351639344262294,9.560655737704918,17.73169398907104
2005,12.13945205479452,8.487397260273973,16.42986301369863
2006,13.06191780821918,9.362465753424658,17.302739726027397
2007,13.282739726027398,9.748493150684931,17.502465753424655
2008,12.964207650273224,9.169398907103826,17.347267759562843
2009,12.953424657534246,9.17945205479452,17.25068493150685
2010,12.140821917808218,8.531780821917808,16.33671232876712
2011,12.082191780821917,8.459726027397261,16.444109589041098
2012,12.268579234972679,8.492896174863388,16.778688524590162
2013,12.563561643835616,8.816438356164383,16.957534246575342
2014,13.40027397260274,9.358082191780822,18.315342465753425
2015,13.621917808219179,9.368219178082192,18.732602739726026
2016,13.592896174863387,9.445901639344262,18.581420765027325
2017,13.073150684931507,8.845205479452055,18.1239010989011
2018,13.002465753424657,8.871232876712329,17.956986301369863
2019,13.598904109589043,9.321095890410959,18.60219178082192
2020,13.271857923497267,9.389617486338798,17.867213114754097
2021,13.752054794520548,9.622465753424658,18.491780821917807
2022,13.296164383561646,9.207142857142857,18.07780821917808
2023,14.109041095890412,10.066027397260275,18.8
2024,14.875409836065574,10.975136612021858,19.539890710382515
2025,14.150410958904109,10.218904109589042,18.697808219178082
2026,14.637662337662338,10.267532467532469,19.716017316017314
