year,forecast_temp,lower_95,upper_95
2026,25.938492580025287,24.32383895873109,27.553146201319482
2027,25.938492580025287,24.29836925906032,27.578615900990254
2028,25.938492580025287,24.27328907919188,27.603696080858693
2029,25.938492580025287,24.248581076306074,27.6284040837445
2030,25.938492580025287,24.224229157555676,27.652756002494897
